canal,nome video,data,contagem
PineappleStormTV," Poesia Acústica #6 - Era Uma Vez - Mc Cabelinho, Orochi, Bob, Maquiny, Azzy, Filipe Ret, Dudu, Xamã",2021-05-19 12:46:33.924,2
OficialHungria, Hungria Hip Hop - Made in Favela (Official Music Video),2021-05-19 12:46:31.877,2
PacificadoresOficial, Pacificadores - Corda Bamba (Single 2020),2021-05-19 12:46:28.767,2
Veagá Filmes, WG.Tay - Drink Na Mão (Veagá Filmes) prod. @beatdohostil [ TRAP SP ],2021-05-19 12:46:17.554,2
Kamau, Kamau - Pensei (Video Oficial),2021-05-19 12:43:04.992,2
Orochi, Orochi “MITSUBISHI” 🔞 (prod. Kizzy),2021-05-19 12:42:59.474,2
TvCostaGold," Costa Gold - The Cypher Deffect 2 (feat. Kant, Chayco e Spinardi) [prod. Nine e Biasi] Clipe Oficial",2021-05-19 12:42:57.784,2
Gnu Rec, Xlucas - Xanax 💊  [Official Music Video],2021-05-19 12:42:47.637,2
PineappleStormTV," Poesia Acústica #10 -Recomeçar -Mc Cabelinho, Orochi, JayA Luuck, Pk, Black, Delacruz, Bk’, Ludmilla",2021-05-19 12:42:40.096,2
Love Funk, Hungria Hip Hop e MC Lipi - Um Brinde Pra Nós (Love Funk) DJ GM,2021-05-19 12:42:37.724,2
Bendita Gravadora, Mc Sid - F*ck This Sh*t (Diss),2021-05-19 12:42:28.617,2
PineappleStormTV, Aulas e Palestras - DK47 ft. Kyan e Borges (Prod. Moyz),2021-05-19 12:39:10.903,2
Skull, Skull - Rolê Insano FT. Yan no Beat,2021-05-19 12:39:07.042,2
OQ Produções, Kawe & Dexter - De 90 Pra Cá ( Prod. Jay OQ ),2021-05-19 12:39:03.103,2
SÓ AS BRABA Records, CP no Beat - Vendo o Sol Nascer Feat. Ssance (Clipe Oficial),2021-05-19 12:38:59.434,2
Hash Produções, Jovemdex - Tapa ;) (Vídeo Oficial),2021-05-19 12:38:56.343,2
Tribo da Periferia, Tribo da Periferia - RESILIÊNCIA [Híbrido] (Official Music Video),2021-05-19 12:38:53.499,2
Skull, 3. Skull - Baby,2021-05-19 12:38:49.257,2
Bagua Records, Xamã feat. Marília Mendonça - Leão (Clipe Oficial) (Prod. NeoBeats),2021-05-19 12:38:32.050,2
30PRAUM, Teto - M4 feat. Matuê,2021-05-19 12:35:23.870,2
SÓ AS BRABA Records, CP no Beat - Se Tu For Pro BBB Feat. Gu [Lyric Video],2021-05-19 12:35:20.108,2
L7NNON, L7NNON - Da Boca (prod. Papatinho),2021-05-19 12:35:17.419,2
OficialHungria, Hungria Hip Hop - Legacy (Official Music Video),2021-05-19 12:35:15.730,2
NUME Records, Lamark - 1AM (Ft.@Gu7o Oficial)  (Clipe Oficial),2021-05-19 12:35:14.124,2
BIN, BIN - Saturno (prod. Ajaxx),2021-05-19 12:35:10.160,2
OQ Produções, Kawe & Lele JP - MDS ( Prod Jay OQ ) Original Quality,2021-05-19 12:35:08.503,2
Skull, 4. Skull - Um nós,2021-05-19 12:35:04.906,2
L7NNON, L7NNON - Freio da Blazer 🚨 (prod. Ajaxx & Galdino),2021-05-19 12:35:02.613,2
SÓ AS BRABA Records, Sigilo - Matheus Stenzel | CP no Beat,2021-05-19 12:34:10.896,2
MC Poze do Rodo, MC Poze do Rodo - Vida Louca (prod. Neobeats),2021-05-19 12:31:06.345,2
BIN, BIN - Castelo de Areia (Clipe Oficial),2021-05-19 12:27:56.646,2
nk music," [FREE] J. Cole x Isaiah Rashad x Kendrick Lamar Type Beat | ""Triton""",2021-05-19 12:24:56.137,2
Flakron," A Storytelling Hip-Hop Beat || ""Symphony"" (Prod. Flakron)",2021-05-19 12:22:03.104,2
90's Beats, ''Alone '' -  Sad Boom Bap 90s Rap Beat Instrumental  - Prod  90's Beats,2021-05-19 12:21:35.367,2
adsense, MagaluCard - Magalu,2021-05-19 12:20:27.669,2
Prod. Ttheuz1n," (FREE) Orochi x TZ da Coronel x Borges Type Beat ""Europa"" (Prod. Ttheuz1n)",2021-05-19 03:22:56.172,2
Beatz Era," (FREE) Travis Scott  - ""Paris"" | SUPREME I Free Type Beat I Trap Beat Instrumental",2021-05-19 03:18:15.058,2
Cortes Podpah [OFICIAL], LOLLAPALOOZA COM TRAVIS SCOTT,2021-05-19 03:17:54.848,2
Balance Cooper," (FREE) BRENT FAIYAZ TYPE BEAT ""CHANGE OF SEASON""",2021-05-19 03:15:39.075,2
Samhu," Free Sad Type Beat - ""Back Stab"" | Rap Instrumental 2020 |",2021-05-19 03:10:45.792,2
Ayberk Aktaş, [FREE] Sad Piano Type Beat,2021-05-19 03:10:18.450,2
[CesarMBeatZ]," BASE DE RAP - "" NO ESTOY BIEN "" - INSTRUMENTAL HIP-HOP UNDERGROUND - 2020 - [CesarMBeatZ]",2021-05-19 03:04:24.931,2
Case-g Music, BASE DE RAP - SENTIMIENTOS FRIOS - UNDERGROUND HIP HOP INSTRUMENTAL,2021-05-19 03:04:17.671,2
Raza Beatz," ""Escritura Nocturna"" - Base De Rap Underground | Boom Bap Beats | Sad Guitar Hip Hop Instrumental",2021-05-19 03:03:10.808,2
XavierX Beatz," Guitar Sample Boom Bap Beat | ""LA CANTINA"" | Boom Bap Triste Instrumental Uso Libre |",2021-05-19 03:01:56.983,2
KHALI BEATS, Classic Boom Bap Sample Type Beat - 90s RAP Instrumental - (prod. KHALI BEATS),2021-05-19 03:01:49.973,2
Casa Verde Beats," [Free] Boom Bap ""Dark tunes"" Base de Rap - Casa Verde Beats",2021-05-19 03:00:45.802,2
Icaro Beats," Base de Rap, Boom Bap/ Trap Beat - "" Liga "" (Uso Livre) | Prod. IcaroBeats",2021-05-19 03:00:20.319,2
Khronos Beats," ""Hammer"" - Rap Freestyle Type Beat | Hard Underground Boom Bap Type Beat (By KhronosBeats)",2021-05-19 02:58:57.034,2
90's Beats," ""Booming"" 90's Old School Instrumental Rap Hip Hop Boom Bap Beat (SOLD)",2021-05-19 02:57:32.344,2
Rubz On The Track," [SOLD] Gambi x Offset Type Beat - ""Smoke"" | Guitar Rap Instrumental 2021",2021-05-19 02:56:48.527,2
Khronos Beats," ""More Smoke"" - Rap Freestyle Type Beat | Underground Hip-Hop Boom Bap Type Beat (By KhronosBeats)",2021-05-19 02:52:12.942,2
ESKRY," [SOLD] SKI MASK THE SLUMP GOD TYPE BEAT ""DRUM"" (prod. ESKRY)",2021-05-19 02:49:26.171,2
ESKRY," [FREE] SKI MASK THE SLUMP GOD TYPE BEAT ""BLOODY (DRUM 4)"" (prod. ESKRY)",2021-05-19 02:49:11.825,2
Prod Camelo, [FREE] Sidoka x Lil Skies Type Beat / Free 'LoveBit' Trap Beats 2020 - Rap Instrumental @Prod.Camelo,2021-05-19 02:43:22.766,2
nk music," [FREE] J. Cole x Isaiah Rashad x Kendrick Lamar Type Beat | ""Triton""",2021-05-19 02:38:30.550,2
midsummer, [FREE] Lo-fi type beat - Lighter | lofi hiphop beat,2021-05-19 02:36:07.392,2
Bóson Treinamentos, O que são Subconsultas SQL (Subqueries) em Bancos de Dados,2021-05-18 23:30:39.823,2
Daniel Morais Infocotidiano, Curso PostgreSQL #24 Min() e Max(),2021-05-18 23:01:47.142,2
BOTECO F1, A MELHOR TEMPORADA de FÓRMULA 1™ que JÁ VIMOS | ESPECIAL 1000 CORRIDAS (Parte 01),2021-05-18 20:11:51.539,2
BOTECO F1, A CIÊNCIA e a MULHER na FÓRMULA 1™,2021-05-18 20:01:54.953,2
elasnapista, Conheça TODAS as mulheres que PILOTARAM na Fórmula 1,2021-05-18 20:01:27.368,2
BOTECO F1, Por que não existem MULHERES na FÓRMULA 1™?,2021-05-18 20:01:05.225,2
BOTECO F1, As NOVAS REGRAS da FÓRMULA 1 para 2020-2025 | EXPLICADAS 🏎️🔍👀,2021-05-18 19:58:25.663,2
BOTECO F1, Quais são as MUDANÇAS nos CARROS da FÓRMULA 1 para 2021? 🏎🔍👀,2021-05-18 19:58:08.149,2
SemstressTv, EMICIDA VS RASHID - QUEM ERA MELHOR?,2021-05-18 19:51:15.331,2
SemstressTv," OS 3 TEMORES RASHID, PROJOTA E EMICIDA.",2021-05-18 19:43:03.714,2
One Tutorial, Curso de Banco de Dados #2 Tutorial PostgreSQL Aula 1 Basico,2021-05-14 15:56:09.675,2
Bóson Treinamentos, Curso de PostgreSQL - Comandos básicos do utilitário psql,2021-05-14 15:50:22.729,2
Professor MarcoMaddo," Guia Completo PostgreSQL - pgAdmin Criar, Copiar e Restaurar um Banco de Dados",2021-05-14 15:35:44.648,2
Aecio Marques Teixeira, Exportar e Importar dados do PostgreSQL para arquivos .CSV,2021-05-14 15:35:06.092,2
Fernando Anselmo, Postgres no Docker,2021-05-14 02:15:50.042,2
Bóson Treinamentos, Curso de PostgreSQL - Comandos básicos do utilitário psql,2021-05-14 01:58:41.522,2
Alura Cursos Online, O que é ACID? #AluraMais,2021-05-14 01:13:10.827,2
Dbbits - Marcelo Adade, Introdução ao Log de Transações do SQL SERVER,2021-05-14 00:12:37.472,2
Alessandro Trovato, SQL SERVER - 30 - TRANSACTION - Protegendo seus dados com o uso de transações,2021-05-14 00:10:00.069,2
Zurubabel, Curso SQL Server Para Iniciantes (Aula 23) - Transações,2021-05-14 00:08:58.292,2
Alura Cursos Online, O que é Machine Learning? #HipstersPontoTube,2021-05-13 22:31:30.277,2
Curso em Vídeo, Curso MySQL #15 - Chaves Estrangeiras e JOIN,2021-05-13 14:20:36.061,2
Curso em Vídeo, ♫ Baile de Tabela ♫ [Paródia - Baile de Favela - MC João],2021-05-13 13:30:30.170,2
Curso em Vídeo, Curso MySQL #16 - INNER JOIN com várias tabelas,2021-05-13 13:27:16.664,2
Mario Filho, Ela se Tornou Cientista de Dados em Apenas 6 Meses - Live #37,2021-05-13 13:22:07.360,2
adsense, https://www.youtube.com/watch?v=nDgMUpWFOR8,2021-05-13 02:42:06.012,2
7 Minutoz, Rap do Naruto - O DEMÔNIO DENTRO DE MIM | NERD HITS,2021-05-13 02:24:06.507,2
7 Minutoz, Rap do Pennywise (IT: A Coisa) - O PALHAÇO | NERD HITS,2021-05-13 02:18:53.227,2
7 Minutoz, Rap do Coringa (Batman) - POR QUE ESTÁ TÃO SÉRIO? | NERD HITS,2021-05-13 02:13:56.096,2
7 Minutoz, Rap dos Coringas - CIRCO DOS HORRORES | NERD HITS,2021-05-13 02:11:25.021,2
7 Minutoz, Rap da Akatsuki (Naruto) - OS NINJAS MAIS PROCURADOS DO MUNDO | NERD HITS,2021-05-13 01:59:18.226,2
7 Minutoz, Rap do Itachi (Naruto) - ESSA DOR QUE CAUSEI... | NERD HITS,2021-05-13 01:55:50.739,2
7 Minutoz," Rap do Kakashi, Naruto, Sasuke e Sakura - TIME 7 | NERD HITS",2021-05-13 01:52:08.925,2
7 Minutoz, Rap do Gaara (Naruto) - CAIXÃO DE AREIA | NERD HITS,2021-05-13 01:49:30.434,2
7 Minutoz, Rap do Kakashi (Naruto) - AQUELE QUE COPIA OS 1.000 JUTSUS | NERD HITS,2021-05-13 01:46:28.893,2
All Place Br, Rap do Coringa 💎 MINHA MENTE É INSANA 💎 JOKER | AllPlaceBr,2021-05-13 01:33:39.598,2
7 Minutoz, Rap do Venom (Homem-Aranha) - NÓS SOMOS VENOM | NERD HITS,2021-05-13 01:28:34.532,2
didatics, 8 SINAIS DE QUE ALGUÉM ESTÁ ESCONDENDO A DEPRESSÃO,2021-05-13 01:13:56.000,2
didatics, 10 COISAS QUE A DEPRESSÃO NOS LEVA A FAZER,2021-05-13 01:13:15.510,2
Elaine Montenegro, COMO GANHAR DINHEIRO NO YOUTUBE SEM APARECER | COPIE E COLE,2021-05-13 01:03:47.266,2
Ferramentas Blog, Tipos de Vídeos que você NÃO precisa aparecer,2021-05-13 01:01:19.477,2
adsense, 🎥 Como CRIAR Um Canal No YOUTUBE Em 2021 PASSO A PASSO ✔,2021-05-13 00:48:40.283,2
Gabriel Produções, O Vendedor de Sonhos - Não tenha Medo do Caminho! Vídeo Motivacional (Motivação 2021),2021-05-12 23:59:36.215,2
Gloria Groove, Gloria Groove - Apaga a Luz,2021-05-12 23:59:07.193,2
Minutos Psíquicos, DEPRESSÃO,2021-05-12 23:52:32.391,2
Lucas e Orelha (Oficial), MASHUPÃO! Lucas e Orelha X Morfasi Sax X Kayky X Stefan Baby X Rapha Lucas X Jall X Raphinha X Mih,2021-05-12 23:44:18.431,2
Lexa, Lexa :: Posso Ser (Clipe Oficial),2021-05-12 23:43:57.100,2
Lexa, Lexa e Sorriso Maroto - Quase Lá (Clipe oficial),2021-05-12 23:41:17.071,2
Curso em Vídeo, Exercício Python #078 - Maior e Menor valores na Lista,2021-05-09 14:53:04.146,2
Curso em Vídeo, Exercício Python #077 - Contando vogais em Tupla,2021-05-09 14:52:56.591,2
Curso em Vídeo, Exercício Python #076 - Lista de Preços com Tupla,2021-05-09 14:52:52.825,2
Curso em Vídeo, Exercício Python #075 - Análise de dados em uma Tupla,2021-05-09 14:52:50.426,2
Curso em Vídeo, Exercício Python #074 - Maior e menor valores em Tupla,2021-05-09 14:52:39.744,2
Curso em Vídeo, Exercício Python #073 - Tuplas com Times de Futebol,2021-05-09 14:51:50.508,2
Curso em Vídeo, Exercício Python #072 - Número por Extenso,2021-05-09 14:51:44.087,2
Curso em Vídeo, Exercício Python #071 - Simulador de Caixa Eletrônico,2021-05-09 14:51:39.377,2
Curso em Vídeo, Exercício Python #070 - Estatísticas em produtos,2021-05-09 14:51:30.975,2
Curso em Vídeo, Exercício Python #069 - Análise de dados do grupo,2021-05-09 14:51:16.660,2
Curso em Vídeo, Exercício Python #068 - Jogo do Par ou Ímpar,2021-05-09 14:51:03.721,2
Curso em Vídeo, Exercício Python #067 - Tabuada v3.0,2021-05-09 14:50:58.175,2
Curso em Vídeo, Exercício Python #066 - Vários números com flag,2021-05-09 14:50:53.775,2
Curso em Vídeo, Exercício Python #065 - Maior e Menor valores,2021-05-09 14:50:49.144,2
Curso em Vídeo, Exercício Python #064 - Tratando vários valores v1.0,2021-05-09 14:50:43.733,2
Curso em Vídeo, Exercício Python #063 - Sequência de Fibonacci v1.0,2021-05-09 14:50:32.935,2
Curso em Vídeo, Exercício Python #062 - Super Progressão Aritmética v3.0,2021-05-09 14:50:27.638,2
Curso em Vídeo, Exercício Python #061 - Progressão Aritmética v2.0,2021-05-09 14:50:15.161,2
Curso em Vídeo, Exercício Python #060 - Cálculo do Fatorial,2021-05-09 14:50:09.736,2
Curso em Vídeo, Exercício Python #059 - Criando um Menu de Opções,2021-05-09 14:49:56.642,2
Curso em Vídeo, Exercício Python #058 - Jogo da Adivinhação v2.0,2021-05-09 14:49:47.407,2
Curso em Vídeo, Exercício Python #057 - Validação de Dados,2021-05-09 14:49:27.123,2
Curso em Vídeo, Exercício Python #056 - Analisador completo,2021-05-09 14:48:38.500,2
Curso em Vídeo, Exercício Python #055 - Maior e menor da sequência,2021-05-09 14:48:35.074,2
Curso em Vídeo, Exercício Python #054 - Grupo da Maioridade,2021-05-09 14:48:29.737,2
Curso em Vídeo, Exercício Python #053 - Detector de Palíndromo,2021-05-09 14:48:07.231,2
Curso em Vídeo, Exercício Python #052 - Números primos,2021-05-09 14:48:04.958,2
Curso em Vídeo, Exercício Python #051 - Progressão Aritmética,2021-05-09 14:47:52.243,2
Curso em Vídeo, Exercício Python #050 - Soma dos pares,2021-05-09 14:47:29.077,2
Curso em Vídeo, Exercício Python #049 - Tabuada v.2.0,2021-05-09 14:47:27.007,2
Curso em Vídeo, Exercício Python #048 - Soma ímpares múltiplos de três,2021-05-09 14:47:23.198,2
Curso em Vídeo, Exercício Python #047 - Contagem de pares,2021-05-09 14:47:20.105,2
Curso em Vídeo, Exercício Python #046 - Contagem regressiva,2021-05-09 14:46:59.946,2
Curso em Vídeo, Exercício Python #045 - GAME: Pedra Papel e Tesoura,2021-05-09 14:46:55.105,2
Curso em Vídeo, Exercício Python #044 - Gerenciador de Pagamentos,2021-05-09 14:46:51.142,2
Curso em Vídeo, Exercício Python #043 - Índice de Massa Corporal,2021-05-09 14:46:40.014,2
Curso em Vídeo, Exercício Python #042 - Analisando Triângulos v2.0,2021-05-09 14:46:22.952,2
Curso em Vídeo, Python Exercício #041 - Classificando Atletas,2021-05-09 14:46:19.938,2
Curso em Vídeo, Exercício Python #040 - Aquele clássico da Média,2021-05-09 14:46:14.938,2
Curso em Vídeo, Exercício Python #039 - Alistamento Militar,2021-05-09 14:46:12.950,2
Curso em Vídeo, Exercício Python #038 - Comparando números,2021-05-09 14:46:10.429,2
Curso em Vídeo, Exercício Python #037 - Conversor de Bases Numéricas,2021-05-09 14:46:07.439,2
Curso em Vídeo, Exercício Python #036 - Aprovando Empréstimo,2021-05-09 14:46:04.625,2
Curso em Vídeo, Exercício Python #035 - Analisando Triângulo v1.0,2021-05-09 14:45:57.267,2
Curso em Vídeo, Exercício Python #034 - Aumentos múltiplos,2021-05-09 14:45:54.855,2
Curso em Vídeo, Exercício Python #033 - Maior e menor valores,2021-05-09 14:45:52.400,2
Curso em Vídeo, Exercício Python #032 - Ano Bissexto,2021-05-09 14:45:46.284,2
Curso em Vídeo, Exercício Python #031 - Custo da Viagem,2021-05-09 14:45:41.707,2
Curso em Vídeo, Exercício Python #030 - Par ou Ímpar?,2021-05-09 14:45:38.552,2
Curso em Vídeo, Exercício Python #029 - Radar eletrônico,2021-05-09 14:45:34.672,2
Curso em Vídeo, Exercício Python #028 - Jogo da Adivinhação v.1.0,2021-05-09 14:45:28.414,2
Curso em Vídeo, Exercício Python #027 - Primeiro e último nome de uma pessoa,2021-05-09 14:44:48.799,2
Curso em Vídeo, Exercício Python #026 - Primeira e última ocorrência de uma string,2021-05-09 14:39:09.019,2
Curso em Vídeo, Exercício Python #025 - Procurando uma string dentro de outra,2021-05-09 14:38:50.367,2
Curso em Vídeo, Exercício Python #024 - Verificando as primeiras letras de um texto,2021-05-09 14:37:57.493,2
Curso em Vídeo, Exercício Python #023 - Separando dígitos de um número,2021-05-09 14:37:36.814,2
Curso em Vídeo, Exercício Python #022 - Analisador de Textos,2021-05-09 14:36:59.148,2
Curso em Vídeo, Exercício Python #021 - Tocando um MP3,2021-05-09 14:36:42.681,2
Curso em Vídeo, Exercício Python #020 - Sorteando uma ordem na lista,2021-05-09 14:36:10.935,2
Curso em Vídeo, Exercício Python #019 - Sorteando um item na lista,2021-05-09 14:35:44.375,2
Curso em Vídeo," Exercício Python #018 - Seno, Cosseno e Tangente",2021-05-09 14:35:38.979,2
Curso em Vídeo, Exercício Python #017 - Catetos e Hipotenusa,2021-05-09 14:35:34.179,2
Curso em Vídeo, Exercício Python #016 - Quebrando um número,2021-05-09 14:35:30.725,2
Curso em Vídeo, Exercício Python #015 - Aluguel de Carros,2021-05-09 14:35:26.970,2
Curso em Vídeo, Exercício Python #014 - Conversor de Temperaturas,2021-05-09 14:35:22.649,2
Curso em Vídeo, Exercício Python #013 - Reajuste Salarial,2021-05-09 14:35:18.346,2
Curso em Vídeo, Exercício Python #012 - Calculando Descontos,2021-05-09 14:35:12.981,2
Curso em Vídeo, Exercício Python #011 - Pintando Parede,2021-05-09 14:35:06.758,2
Curso em Vídeo, Exercício Python #010 - Conversor de Moedas,2021-05-09 14:34:41.432,2
Curso em Vídeo, Exercício Python #008 - Conversor de Medidas,2021-05-09 14:33:51.009,2
Curso em Vídeo, Exercício Python #007 - Média Aritmética,2021-05-09 14:33:39.109,2
Curso em Vídeo," Exercício Python #006 - Dobro, Triplo, Raiz Quadrada",2021-05-09 14:33:16.265,2
Curso em Vídeo, Seja APOIADOR e receba RECOMPENSAS,2021-05-09 14:33:09.791,2
Curso em Vídeo, Exercício Python #005 - Antecessor e Sucessor,2021-05-09 14:32:57.014,2
Curso em Vídeo, Exercício Python #004 - Dissecando uma Variável,2021-05-09 14:32:41.807,2
Curso em Vídeo, Exercício Python #003 - Somando dois números,2021-05-09 14:32:29.997,2
Curso em Vídeo, Exercício Python #002 - Respondendo ao Usuário,2021-05-09 14:32:14.327,2
Curso em Vídeo, Exercício Python #001 - Deixando tudo pronto,2021-05-09 14:32:05.881,2
Mistérios do Espaço, AO VIVO: Monitorando a QUEDA do foguete chinês,2021-05-09 01:49:27.009,2
Curso em Vídeo, Curso Python #17 - Listas (Parte 1),2021-05-08 20:12:10.785,2
Curso em Vídeo, Curso Python #17 - Listas (Parte 2),2021-05-08 20:07:09.387,2
Prof. Felipe Louza, Aula 7.6 - O tamanho da lista com len() [Python],2021-05-08 19:44:42.902,2
Fabio Ruicci, Loops Pythonicos: Usando enumerate() em vez de range(len()),2021-05-08 19:44:23.226,2
Código Logo, Python Função len   Obter tamanho de string e coleção de dados,2021-05-08 19:43:26.363,2
PrOgRaMaNdO, Variáveis String (função len) : PrOgRaMaNdO Python #13,2021-05-08 19:34:44.118,2
Ignorância Zero, Aulas Python - 028 - Listas: Função len e Método Count,2021-05-08 19:20:26.296,2
Bóson Treinamentos," 10 - Python - Strings 01 - Concatenação, Repetição, Imutabilidade e a Função len()",2021-05-08 19:13:27.053,2
Script Deep;, Curso Python - Função Len e Métodos de Lista,2021-05-08 19:13:07.233,2
Curso em Vídeo, Curso Python #09 - Manipulando Texto,2021-05-08 19:12:24.822,2
Escola de Código, Função LEN em Python - Funções Embutidas (Built-in Functions) - (Python Tutorial #26),2021-05-08 19:10:09.749,2
Programador BR," 3 Apps ""ridículos"" que faturam mais de 10 mil dólares",2021-05-08 17:44:10.533,2
Programador BR, 3 projetos de nível iniciante que geram até $3000 por Mês.,2021-05-08 17:33:34.685,2
Meteoro Brasil, BOLSONARO INSINUA QUE VÍRUS É ARMA BIOLÓGICA,2021-05-08 17:30:18.092,2
HBO Brasil, GREG NEWS | COMIDA,2021-05-08 17:28:16.584,2
HBO Brasil, GREG NEWS | ABERTURA DAS ESCOLAS,2021-05-08 16:46:26.341,2
Mães em Home Office, RENDA EXTRA COM 5 SITES DE TAREFAS SIMPLES UHRS! GANHE DINHEIRO EM DÓLAR E EURO TRABALHANDO DE CASA,2021-05-07 22:31:32.738,2
Fature Com Naldo," Vagas Home Office Sem Experiência Salário A Partir R$1.000,00- Fature Com Naldo",2021-05-07 22:29:07.136,2
Mães em Home Office, TRABALHO HOME OFFICE LANÇANDO NOTAS FISCAIS OCTA CRMALL COMO FUNCIONA? COMO SE CADASTRAR? 🏡  💻,2021-05-07 22:11:39.293,2
Jean Santos, App PAGANDO 15 reais no CADASTRO e 25 por indicar - Aplicativo para Ganhar Dinheiro na Internet 2021,2021-05-07 21:59:37.534,2
La-Cortes, MV BILL FALA DOS RACIONAIS E (TRETA) COM ICE BLUE,2021-05-07 19:59:51.484,2
La-Cortes, MV BILL FALA DE OPERAÇÃO NO JACAREZINHO,2021-05-07 19:50:02.348,2
Rafael Gomex, Docker - Mapeamento de portas,2021-05-07 19:47:37.386,2
PLENOS DIGITAL Eventos e Gráfica, COMO ACESSAR REMOTAMENTE UM OUTRO CELULAR A DISTÂNCIA,2021-05-07 12:08:19.329,2
Agilso, Como espelhar celular no PC sem apps (Método Nativo - Conectar),2021-05-07 12:01:44.256,2
WT Software, COMO INSTALAR UM PROGRAMA ESPIÃO DE CELULAR (2021),2021-05-07 11:58:05.422,2
CARACOL PLAY, NOVO 2021 - Aplicativo espião é capaz de monitorar toda a atividade de um smartphone,2021-05-07 11:53:57.726,2
GTech, Como RASTREAR o CELULAR do seu MARIDO/ESPOSA (SEM PEGAR O CELULAR) | Guajenet,2021-05-07 11:52:01.614,2
eXcript, Curso de Python - Aula 42 - Estruturas de Dados - Listas - eXcript,2021-05-06 22:26:35.264,2
Galeria do Meteorito, FOGUETE CHINÊS de 30 METROS ESTÁ CAINDO DESCONTROLADAMENTE - BRASIL ESTÁ NO CAMINHO!,2021-05-06 18:37:28.722,2
Marcos Castro, Python - Criando classes,2021-05-06 18:12:13.408,2
DevMedia, Como criar minha primeira classe em Python,2021-05-06 18:01:00.492,2
Otávio Miranda, Herança simples - Python Orientado a Objetos - Aula 44,2021-05-06 15:04:11.203,2
Otávio Miranda, Encapsulamento - Python Orientado a Objetos - Aula 40,2021-05-06 15:02:32.219,2
Future Cloud, Comandos do Docker Container na Prática para os SysAdmins e Desenvolvedores!,2021-05-06 11:55:32.302,2
Robson V. Leite, RELACIONAMENTO E INTEGRIDADE DO BANCO DE DADOS | POSTGRESQL #03,2021-05-06 11:55:01.145,2
Fernando Anselmo, Postgres no Docker,2021-05-06 11:51:32.670,2
Curso em Vídeo, Curso MySQL #02a - Instalando o MySQL com WAMP,2021-05-06 11:47:25.504,2
Curso em Vídeo, Curso MySQL #01 - O que é um Banco de Dados?,2021-05-06 11:47:20.192,2
Robson V. Leite, DEBUGANDO FUNÇÕES DIRETO NO BANCO DE DADOS | POSTGRESQL #06,2021-05-06 11:44:13.657,2
Lucas Vinicius," Dbeaver - Primeiro contato, Configuração e Diferenciais",2021-05-06 11:42:50.482,2
Professor MarcoMaddo, Guia Completo PostgreSQL - PSQL acesse qualquer banco de dados como um DBA faz via terminal.,2021-05-05 22:37:11.368,2
Robson V. Leite, RELACIONAMENTO E INTEGRIDADE DO BANCO DE DADOS | POSTGRESQL #03,2021-05-05 22:10:05.736,2
Ricardo Ferreira, Conexão cliente/servidor de banco de dados PostgreSQL em container Docker,2021-05-05 21:59:03.106,2
Fernando Anselmo, Postgres no Docker,2021-05-05 21:56:20.028,2
Descompila, Banco de Dados com PostgreSQL - #06 - Atualizando dados - Update,2021-05-05 21:42:42.200,2
Engenharia Detalhada, O que é LOGÍSTICA?,2021-05-05 21:23:29.714,2
